title,author,isbn,isbn13,year_published,publisher,pages,average_rating,description,genres,source,goodreads_id,google_id,user_rating,ratings_count,categories,read_status,date_read,popularity_score,recommendation_features
"Love, Mom",Iliana Xander,,,2024,nan,372,4.24,,['Romance'],goodreads_export,220838350,,2,0,[],read,2025/02/27,69.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Wake Up and Open Your Eyes,Clay McLeod Chapman,,,2025,Quirk Books,384,3.33,,['Fiction'],goodreads_export,204640265,,5,0,[],read,2025/02/24,78.3,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
100% Match,Patrick C. Harrison III,,,2022,nan,96,3.03,,['Fiction'],goodreads_export,75453617,,3,0,[],read,2025/02/15,56.3,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
"The Housemaid's Wedding (The Housemaid, #2.5)",Freida McFadden,,,2024,Hollywood Upstairs Press,76,3.33,,['Romance'],goodreads_export,220921867,,1,0,[],read,2025/02/16,55.3,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Are Your Parents Home?,Jon Athan,,,2024,nan,195,3.48,,['Fiction'],goodreads_export,212920160,,4,0,[],read,2025/02/14,71.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
The Crash,Freida McFadden,,,2025,Hollywood Upstairs Press,388,3.7,,['Fiction'],goodreads_export,216188969,,3,0,[],read,2025/02/12,72.0,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
We Are Watching,Alison Gaylin,006327518X,9780063275188,2025,William Morrow,325,3.46,,['Fiction'],goodreads_export,199393130,,3,0,[],read,2025/02/10,69.6,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Tell Me What You Did,Carter   Wilson,1464226229,9781464226229,2025,Poisoned Pen Press,420,3.73,,['Fiction'],goodreads_export,209823382,,4,0,[],read,2025/01/30,77.3,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': True, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Tender Is the Flesh,Agustina Bazterrica,,,2020,Scribner,209,3.78,,['Fiction'],goodreads_export,49090884,,5,0,[],read,2025/01/27,67.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Mary: An Awakening of Terror,Nat Cassidy,1250265223,9781250265227,2022,Tor Nightfire,400,3.77,,['Horror'],goodreads_export,60301558,,5,0,[],read,2025/01/26,73.7,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
If I Go Missing,Leslie Wolfe,1835251390,9781835251393,2024,Bookouture,342,3.77,,['Fiction'],goodreads_export,200566080,,4,0,[],read,2025/01/22,74.7,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Don't Tell Me How to Die,Marshall Karp,,9798874824396,2025,"Blackstone Publishing, Inc.",336,4.21,,['Fiction'],goodreads_export,215177041,,0,0,[],to-read,,62.1,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Tell Me You Trust Me,Elle Owens,1662525583,9781662525582,2025,Thomas & Mercer,297,3.94,,['Fiction'],goodreads_export,213725553,,0,0,[],to-read,,59.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Bones & All,Camille DeAngelis,1250046505,9781250046505,2015,St. Martin's Press,304,3.59,,['Fiction'],goodreads_export,21570066,,3,0,[],read,2025/01/14,50.9,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Guest,B.A. Paris,1250289424,9781250289421,2024,St. Martin's Press,308,3.59,,['Fiction'],goodreads_export,65213277,,3,0,[],read,2025/01/11,67.9,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Mothers' Instinct,Barbara Abel,0063306328,9780063306325,2023,HarperVia,352,3.7,,['Fiction'],goodreads_export,61467934,,4,0,[],read,2025/01/08,71.0,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Next of Kin,Kia Abdullah,0008538336,9780008538330,2022,HQ,357,4.05,,['Fiction'],goodreads_export,59762857,,3,0,[],read,2025/01/06,66.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
All the Ugly and Wonderful Things,Bryn Greenwood,,,2016,Thomas Dunne Books,421,3.98,,['Fiction'],goodreads_export,29480865,,3,0,[],read,2025/01/03,54.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': True, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Butcher,Jennifer Hillier,1476734216,9781476734217,2014,Gallery Books,352,4.1,,['Fiction'],goodreads_export,18775334,,3,0,[],read,2024/12/30,56.0,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Good Husbands,Cate Ray,0778333205,9780778333203,2022,Park Row,416,3.35,,['Romance'],goodreads_export,58990582,,2,0,[],read,2024/12/21,54.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': True, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Gift,Freida McFadden,,,2022,Hollywood Upstairs Publishing,47,3.22,,['Fiction'],goodreads_export,63945326,,2,0,[],read,2024/12/11,53.2,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Brother,Ania Ahlborn,,,2015,Gallery Books,329,3.91,,['Fiction'],goodreads_export,24447530,,3,0,[],read,2024/12/10,54.1,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
"Sister, Butcher, Sister",K.D. Aldyn,1464236631,9781464236631,2025,Poisoned Pen Press,368,3.48,,['Fiction'],goodreads_export,217476763,,0,0,[],to-read,,54.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Presumed Guilty (Kindle County #13; Presumed Innocent #3),Scott Turow,1538706369,9781538706367,2025,Grand Central Publishing,544,4.35,,['Fiction'],goodreads_export,213890792,,0,0,[],to-read,,63.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': True, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
"Lights Out (Into Darkness, #1)",Navessa Allen,,,2024,nan,338,4.12,,['Horror'],goodreads_export,201017011,,2,0,[],read,2024/11/24,68.2,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Dark Matter,Blake Crouch,1101904224,9781101904220,2016,Ballantine Books,342,4.13,,['Horror'],goodreads_export,27833670,,3,0,[],read,2024/11/22,56.3,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Run,Blake Crouch,,,2011,Blake Crouch,331,3.78,,['Fiction'],goodreads_export,10595576,,4,0,[],read,2024/11/17,57.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
The Stranger,Kiersten Modglin,,,2024,Kiersten Modglin,208,3.56,,['Fiction'],goodreads_export,206109657,,2,0,[],read,2024/11/17,62.6,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Liar's Wife,Kiersten Modglin,,,2020,Kiersten Modglin,270,3.89,,['Romance'],goodreads_export,54191513,,4,0,[],read,2024/11/15,63.9,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Tell Me the Truth,Kiersten Modglin,,,2022,Kiersten Modglin,216,3.75,,['Fiction'],goodreads_export,60277102,,4,0,[],read,2024/11/12,68.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
The Guilty One,Kiersten Modglin,,,2024,Kiersten Modglin,280,3.98,,['Fiction'],goodreads_export,216335138,,3,0,[],read,2024/11/10,71.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Night We Lost Him,Laura Dave,1668002930,9781668002933,2024,S&S/ Marysue Rucci Books,298,3.59,,['Fiction'],goodreads_export,207299448,,0,0,[],to-read,,52.9,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Thrashers,Julie  Soto,125037717X,9781250377173,2025,Wednesday Books,352,4.08,,['Fiction'],goodreads_export,217387802,,0,0,[],to-read,,60.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Mother-in-Law,Kiersten Modglin,,,2020,Kiersten Modglin,300,3.94,,['Fiction'],goodreads_export,51841726,,3,0,[],read,2024/11/07,59.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
They Never Learn,Layne Fargo,,,2020,Gallery/Scout Press,349,3.91,,['Fiction'],goodreads_export,45161839,,2,0,[],read,2024/11/04,54.1,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
We Used to Live Here,Marcus Kliewer,,,2024,Atria/Emily Bestler Books,320,3.64,,['Fiction'],goodreads_export,199898250,,4,0,[],read,2024/10/26,73.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Local Woman Missing,Mary Kubica,077831166X,9780778311669,2021,Park Row,356,4.12,,['Fiction'],goodreads_export,57361474,,3,0,[],read,,64.2,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
"Creep (Creep, #1)",Jennifer Hillier,,,2011,Gallery Books,436,3.93,,['Fiction'],goodreads_export,59349372,,2,0,[],read,2024/10/23,49.300000000000004,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': True, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Last Mrs. Parrish,Liv Constantine,,,2017,Harper,400,3.96,,['Fiction'],goodreads_export,36693686,,4,0,[],read,2024/10/20,59.6,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Monday's Not Coming,Tiffany D. Jackson,,,2018,Quill Tree Books,432,4.25,,['Fiction'],goodreads_export,36119078,,3,0,[],read,2024/10/13,57.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': True, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Remarkably Bright Creatures,Shelby Van Pelt,0063204150,9780063204157,2022,Ecco,368,4.36,,['Fiction'],goodreads_export,58733693,,0,0,[],currently-reading,,54.6,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Boyfriend,Freida McFadden,,,2024,Hollywood Upstairs Press,370,4.03,,['Romance'],goodreads_export,209950981,,3,0,[],read,2024/10/10,72.30000000000001,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Nursery,Sue Watson,1803145641,9781803145648,2022,Bookouture,299,3.97,,['Fiction'],goodreads_export,62080245,,4,0,[],read,2024/10/04,70.7,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Rabbit Hole,Kate Brody,1641296208,9781641296205,2024,Soho Crime,384,3.08,,['Fiction'],goodreads_export,209457793,,0,0,[],to-read,,47.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
"Freak (Creep, #2)",Jennifer Hillier,1451664540,9781451664546,2012,Gallery Books,335,3.88,,['Fiction'],goodreads_export,13086970,,0,0,[],to-read,,38.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Jealous Wife,James Caine,,,2023,Twisted Thriller Books,352,4.07,,['Romance'],goodreads_export,170248579,,3,0,[],read,2024/09/29,69.7,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Then She Was Gone,Lisa Jewell,1501154648,9781501154645,2018,Atria Books,359,4.04,,['Fiction'],goodreads_export,35297426,,4,0,[],read,2024/09/21,60.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Her Perfect Twin,Sarah  Bonner,1538710013,9781538710012,2022,Grand Central Publishing,336,3.94,,['Fiction'],goodreads_export,60021454,,3,0,[],read,2024/09/16,65.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
To Stay or Not to Stay: How to Know When It's Time to Leave Your Marriage,Christine Marie,,,2017,nan,129,4.23,,['Romance'],goodreads_export,34535323,,0,0,[],read,2024/09/10,42.300000000000004,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Baby Teeth,Zoje Stage,1250170753,9781250170750,2018,St Martin's Press,304,3.6,,['Fiction'],goodreads_export,35410511,,3,0,[],read,2024/09/09,51.0,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Nightwatching,Tracy  Sierra,0593654773,9780593654774,2024,Pamela Dorman Books,360,3.81,,['Fiction'],goodreads_export,213995382,,4,0,[],read,2024/09/04,75.1,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Don't Believe Everything You Think,Joseph  Nguyen,,,2022,nan,99,3.79,,['Fiction'],goodreads_export,60726415,,0,0,[],currently-reading,,48.9,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Confessions,Kanae Minato,0316200913,9780316200912,2014,Mulholland Books,210,3.93,,['Fiction'],goodreads_export,22032851,,3,0,[],read,2024/09/02,54.300000000000004,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': False, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Wrong Neighbour,Caleb Crowe,,,2024,Inkubator Books,309,4.08,,['Fiction'],goodreads_export,214668449,,2,0,[],read,2024/08/20,67.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Drowning Woman,Robyn Harding,,,2023,Grand Central Publishing,336,4.04,,['Fiction'],goodreads_export,62921543,,0,0,[],currently-reading,,54.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Still Beating,Jennifer Hartmann,,,2020,nan,314,4.2,,['Fiction'],goodreads_export,198717645,,4,0,[],read,2024/08/15,67.0,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Hidden Pictures,Jason Rekulak,1250819369,9781250819369,2022,Flatiron Books,375,4.15,,['Fiction'],goodreads_export,58938609,,5,0,[],read,2024/08/13,77.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': True, 'popular': False, 'user_favorite': True, 'award_potential': False}"
Listen to Your Sister,Neena Viel,1250906326,9781250906328,2025,St. Martin's Griffin,352,3.13,,['Fiction'],goodreads_export,211004179,,0,0,[],to-read,,51.3,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
The Perfect Home,Daniel Kenitz,1668063875,9781668063873,2025,Scribner,320,3.55,,['Fiction'],goodreads_export,214152254,,0,0,[],to-read,,55.5,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Something in the Walls,Daisy Pearce,1250334381,9781250334381,2025,Minotaur Books,295,3.32,,['Fiction'],goodreads_export,211004350,,0,0,[],to-read,,53.199999999999996,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
"I'm a Therapist, and My Patient is Going to be the Next School Shooter: 6 Patient Files That Will Keep You Up At Night (Dr. Harper Therapy, #1)",Dr. Harper,,,2019,Dr. Harper Therapy,120,3.54,,['Fiction'],goodreads_export,43799186,,3,0,[],read,2024/08/07,50.4,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': True, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Falling,T.J. Newman,1982177888,9781982177881,2021,Avid Reader Press / Simon & Schuster,304,3.87,,['Fiction'],goodreads_export,56614951,,0,0,[],currently-reading,,46.7,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': False, 'award_potential': False}"
Everyone Here Is Lying,Shari Lapena,0593489934,9780593489932,2023,Pamela Dorman Books,336,3.78,,['Fiction'],goodreads_export,63139946,,4,0,[],read,2024/08/06,71.8,"{'dark': False, 'romantic': False, 'action': False, 'mystery': False, 'family': False, 'supernatural': False, 'psychological': False, 'historical': False, 'contemporary': True, 'recent': True, 'classic': False, 'long_book': False, 'short_book': False, 'highly_rated': False, 'popular': False, 'user_favorite': True, 'award_potential': False}"
